,artist_id,ordered,n_ratings_train,median_ratings_train,n_ratings_test,median_ratings_test,ordered_id
73,1093,74,374,2.7080502011022096,44,2.3978952727983707,73
74,42107,75,18,1.9459101490553128,2,0.6931471805599453,74
75,21853,76,28,1.0986122886681098,4,2.178354413344796,75
76,90481,77,8,1.9356005054539454,1,0.6931471805599453,76
77,6978,78,159,1.3862943611198906,16,2.138333059508028,77
78,803,79,207,2.0794415416798357,12,1.791759469228055,78
79,3115,80,188,2.19722457733622,21,2.3978952727983707,79
80,307,81,65,1.3862943611198906,6,1.5890269151739727,80
81,3849,82,28,1.0986122886681098,3,0.6931471805599453,81
82,105856,83,6,2.721208855260897,1,2.5649493574615367,82
83,3247,84,74,1.3862943611198906,10,1.2424533248940002,83
84,26152,85,11,1.0986122886681098,1,2.6390573296152584,84
85,945,86,245,1.6094379124341005,28,2.0794415416798357,85
86,1035,87,259,2.302585092994046,39,2.302585092994046,86
87,4464,88,216,1.791759469228055,30,1.0986122886681098,87
88,1752,89,187,1.6094379124341005,20,1.791759469228055,88
89,10937,90,148,1.791759469228055,15,2.4849066497880004,89
90,34602,91,36,1.0986122886681098,4,1.0397207708399179,90
91,13187,92,29,1.0986122886681098,3,0.6931471805599453,91
92,15572,93,50,1.868834809141684,4,1.700598690831078,92
93,17996,94,14,0.6931471805599453,3,2.19722457733622,93
94,25361,95,4,1.4451858789480823,1,0.6931471805599453,94
95,15745,96,27,2.19722457733622,10,2.0126758453675744,95
96,2919,97,337,2.3978952727983707,36,2.138333059508028,96
97,167,98,155,1.791759469228055,23,2.302585092994046,97
98,10892,99,42,0.6931471805599453,9,0.6931471805599453,98
99,19460,100,16,1.9944920232821375,2,3.061246404757193,99
100,787,101,81,1.9459101490553128,16,1.868834809141684,100
101,815,102,40,0.6931471805599453,4,1.7005986908310775,101
102,24498,103,44,1.2424533248940002,5,1.3862943611198906,102
103,15338,104,40,1.9944920232821375,3,1.3862943611198906,103
104,6647,105,65,1.9459101490553128,4,2.1653666701431655,104
105,3815,106,161,1.9459101490553128,21,2.19722457733622,105
106,12600,107,18,1.0986122886681098,3,1.6094379124341005,106
107,2253,108,68,1.6094379124341005,6,0.8958797346140275,107
108,99091,109,2,1.965912816362163,1,3.9318256327243257,108
109,10377,110,58,1.3862943611198906,8,2.3502401828962083,109
110,1066,111,114,1.0986122886681098,14,0.6931471805599453,110
111,3099,112,73,1.6094379124341005,12,1.7005986908310777,111
112,14022,113,33,1.3862943611198906,3,0.6931471805599453,112
113,1230,114,159,1.6094379124341005,19,1.3862943611198906,113
114,3737,115,163,2.4849066497880004,12,3.4121868350215427,114
115,6997,116,111,1.3862943611198906,17,2.19722457733622,115
116,980,117,240,1.9459101490553128,28,1.9944920232821375,116
117,25447,118,4,2.3317195470560335,1,0.6931471805599453,117
118,16279,119,50,1.4978661367769956,6,1.0986122886681098,118
119,43740,120,6,1.994492023282137,1,1.0986122886681098,119
120,32260,121,5,1.6094379124341005,1,1.3862943611198906,120
121,44420,122,16,1.2424533248940002,5,0.6931471805599453,121
122,13374,123,33,1.6094379124341005,1,3.4657359027997265,122
123,1959,124,59,1.0986122886681098,5,1.0986122886681098,123
124,7164,125,10,1.0986122886681098,3,1.791759469228055,124
125,143,126,570,2.9444389791664403,67,2.8332133440562166,125
126,36020,127,6,2.0794415416798357,3,1.3862943611198906,126
127,14361,128,96,1.3862943611198906,12,1.0986122886681098,127
128,14052,129,10,0.8958797346140275,3,1.3862943611198906,128
129,838,130,198,1.6094379124341005,25,1.9459101490553128,129
130,10520,131,20,1.0986122886681098,7,1.0986122886681098,130
131,1146,132,76,1.3862943611198906,8,1.7005986908310777,131
132,1395,133,215,1.3862943611198906,19,1.791759469228055,132
133,284,134,465,2.6390573296152584,55,2.6390573296152584,133
134,64604,135,6,0.6931471805599453,2,0.6931471805599453,134
135,13004,136,68,1.3862943611198906,7,1.0986122886681098,135
136,998,137,114,1.3862943611198906,18,1.0986122886681098,136
137,6854,138,166,1.3862943611198906,21,1.3862943611198906,137
138,61668,139,3,2.4849066497880004,2,2.2154083994216567,138
139,3640,140,36,2.470821211304652,3,0.6931471805599453,139
140,2160,141,48,0.6931471805599453,9,1.3862943611198906,140
141,10713,142,109,1.0986122886681098,17,1.0986122886681098,141
142,4872,143,43,1.3862943611198906,3,1.3862943611198906,142
143,9552,144,19,0.6931471805599453,1,0.6931471805599453,143
144,2276,145,138,1.3862943611198906,20,1.4978661367769956,144
145,9365,146,53,1.6094379124341005,6,1.4978661367769956,145
146,6630,147,7,0.6931471805599453,3,0.6931471805599453,146
147,676,148,193,1.3862943611198906,22,1.7005986908310777,147
148,2534,149,29,1.0986122886681098,4,1.151292546497023,148
149,1527,150,449,2.302585092994046,45,2.19722457733622,149
150,9984,151,17,1.0986122886681098,3,2.19722457733622,150
151,7450,152,28,1.791759469228055,9,0.6931471805599453,151
152,1691,153,239,1.791759469228055,33,2.0794415416798357,152
153,902,154,31,1.0986122886681098,4,2.372466064181625,153
154,6853,155,41,1.3862943611198906,6,1.0986122886681098,154
155,25621,156,62,1.0986122886681098,12,1.2424533248940002,155
156,28388,157,18,1.2424533248940002,5,0.6931471805599453,156
157,42086,158,10,1.0986122886681098,3,1.6094379124341005,157
158,14149,159,127,1.3862943611198906,23,2.19722457733622,158
159,28548,160,10,1.3862943611198906,2,2.34106561356211,159
160,47499,161,12,0.6931471805599453,1,2.772588722239781,160
161,7619,162,14,2.0794415416798357,2,1.0397207708399179,161
162,3906,163,58,1.6094379124341005,21,1.6094379124341005,162
163,2063,164,305,1.791759469228055,34,1.732867951399863,163
164,13301,165,56,1.7005986908310777,7,1.791759469228055,164
165,14187,166,61,1.3862943611198906,7,1.3862943611198906,165
166,6212,167,75,1.0986122886681098,5,0.6931471805599453,166
167,89600,168,1,4.564348191467836,1,2.0794415416798357,167
168,19376,169,13,1.791759469228055,3,3.4657359027997265,168
169,2681,170,283,1.9459101490553128,36,2.3937458713910233,169
170,1572,171,67,1.0986122886681098,5,0.6931471805599453,170
171,17909,172,23,1.0986122886681098,3,3.0445224377234235,171
172,500,173,45,1.0986122886681098,5,1.0986122886681098,172
173,3147,174,64,1.3862943611198906,6,0.6931471805599453,173
174,3372,175,301,2.0794415416798357,36,1.9459101490553128,174
175,1459,176,103,1.0986122886681098,13,2.0794415416798357,175
176,43306,177,13,1.3862943611198906,2,1.4978661367769956,176
177,15964,178,21,1.6094379124341005,1,1.6094379124341005,177
178,1702,179,121,1.6094379124341005,13,1.3862943611198906,178
179,15212,180,40,1.6094379124341005,5,0.6931471805599453,179
180,756,181,291,1.6094379124341005,34,2.138333059508028,180
181,635,182,267,1.791759469228055,29,1.6094379124341005,181
182,2115,183,189,1.791759469228055,20,1.4978661367769956,182
183,3720,184,154,1.9459101490553128,22,2.3221954495706862,183
184,4748,185,7,0.6931471805599453,1,2.6390573296152584,184
185,3104,186,158,1.791759469228055,13,1.3862943611198906,185
186,18336,187,22,0.6931471805599453,3,0.6931471805599453,186
187,2376,188,25,0.6931471805599453,2,1.3862943611198906,187
188,884,189,302,1.791759469228055,42,1.9459101490553128,188
189,3759,190,183,1.791759469228055,23,1.6094379124341005,189
190,3318,191,72,1.0986122886681098,12,1.0397207708399179,190
191,44738,192,3,2.5649493574615367,1,3.49650756146648,191
192,12101,193,59,1.0986122886681098,6,1.151292546497023,192
193,69422,194,2,3.2244446970734284,1,3.5263605246161616,193
194,14296,195,58,1.6094379124341005,7,1.0986122886681098,194
195,1040,196,317,2.4849066497880004,39,2.19722457733622,195
196,36507,197,6,0.6931471805599453,1,4.060443010546419,196
197,4294,198,232,1.6094379124341005,27,1.6094379124341005,197
198,16775,199,25,1.3862943611198906,4,2.0036665926162356,198
199,1945,200,59,1.0986122886681098,6,0.8958797346140275,199
200,11849,201,19,2.19722457733622,4,2.0126758453675744,200
201,9211,202,91,1.0986122886681098,10,1.4978661367769956,201
202,41527,203,2,3.0295615977908987,2,2.3680992241972474,202
203,6872,204,36,1.6661022550876017,11,1.791759469228055,203
204,2628,205,116,1.3862943611198906,20,1.0986122886681098,204
205,1604,206,328,2.302585092994046,39,2.3978952727983707,205
206,9626,207,22,1.0986122886681098,1,0.6931471805599453,206
207,6816,208,27,1.0986122886681098,6,1.0986122886681098,207
208,19283,209,14,0.8958797346140275,4,1.0397207708399179,208
209,19382,210,20,1.3862943611198906,2,1.4978661367769956,209
210,80,211,638,3.5553480614894135,72,2.914472808805104,210
211,2613,212,31,1.0986122886681098,3,1.9459101490553128,211
212,15715,213,14,0.8958797346140275,1,3.7612001156935615,212
213,1112,214,266,2.249904835165133,38,2.3502401828962083,213
214,171590,215,0,0.0,1,4.624972813284272,214
215,678,216,173,1.6094379124341005,19,1.3862943611198906,215
216,22907,217,26,1.2424533248940002,4,1.7917594692280554,216
217,9634,218,39,1.6094379124341005,5,1.0986122886681098,217
218,26085,219,19,1.3862943611198906,4,0.6931471805599453,218
219,3670,220,66,1.0986122886681098,14,1.3540251005511053,219
220,25239,221,29,1.0986122886681098,3,2.0794415416798357,220
221,826,222,122,1.7005986908310777,17,1.0986122886681098,221
222,14753,223,1,0.6931471805599453,3,2.302585092994046,222
223,44792,224,5,2.3978952727983707,2,2.178354413344796,223
224,3153,225,68,1.0986122886681098,10,1.3540251005511053,224
225,6084,226,114,1.791759469228055,9,1.791759469228055,225
226,16815,227,25,1.9459101490553128,3,1.791759469228055,226
227,2060,228,54,1.3862943611198906,8,1.0397207708399179,227
228,2925,229,334,2.0794415416798357,43,2.0794415416798357,228
229,11928,230,70,1.3862943611198906,6,2.4337672252277915,229
230,1285,231,119,1.0986122886681098,15,1.6094379124341005,230
231,17448,232,20,0.8958797346140275,3,0.6931471805599453,231
232,172,233,213,1.791759469228055,22,1.7005986908310777,232
233,39939,234,22,1.0986122886681098,7,1.6094379124341005,233
234,8678,235,64,1.3862943611198906,6,2.138333059508028,234
235,4462,236,91,1.3862943611198906,11,1.0986122886681098,235
236,908,237,259,1.791759469228055,24,1.3862943611198906,236
237,31687,238,22,1.7005986908310777,1,1.0986122886681098,237
238,37990,239,10,1.5890269151739727,2,2.2499048351651325,238
239,4225,240,96,1.2424533248940002,9,1.0986122886681098,239
240,11987,241,15,0.6931471805599453,1,1.0986122886681098,240
241,937,242,195,1.791759469228055,19,1.791759469228055,241
242,181,243,88,1.3862943611198906,13,1.6094379124341005,242
243,1162,244,209,1.791759469228055,22,1.0986122886681098,243
244,3044,245,112,1.6094379124341005,12,2.5249280036247685,244
245,13014,246,184,1.3862943611198906,20,2.0126758453675744,245
246,751,247,173,1.3862943611198906,23,1.0986122886681098,246
247,3338,248,26,1.2424533248940002,8,0.6931471805599453,247
248,3048,249,32,1.0986122886681098,1,1.9459101490553128,248
249,17427,250,41,1.3862943611198906,6,1.2424533248940002,249
250,22827,251,17,1.0986122886681098,1,0.6931471805599453,250
251,2165,252,41,1.9459101490553128,3,1.3862943611198906,251
252,7725,253,165,1.6094379124341005,17,1.9459101490553128,252
253,19185,254,19,0.6931471805599453,2,2.3547651006561665,253
254,26009,255,16,1.0986122886681098,3,0.6931471805599453,254
255,1719,256,505,2.4849066497880004,55,2.0794415416798357,255
256,24595,257,20,0.6931471805599453,3,1.6094379124341005,256
257,11205,258,39,1.0986122886681098,8,0.8958797346140275,257
258,1011,259,289,1.791759469228055,44,1.791759469228055,258
259,7227,260,132,1.3862943611198906,17,1.0986122886681098,259
260,43726,261,8,0.6931471805599453,2,1.791759469228055,260
261,1471,262,208,1.7005986908310777,15,1.791759469228055,261
262,6965,263,56,1.3862943611198906,12,0.8958797346140275,262
263,1023,264,144,1.6094379124341005,22,1.5890269151739727,263
264,1650,265,128,1.3862943611198906,19,1.3862943611198906,264
265,988,266,215,1.6094379124341005,24,1.3862943611198906,265
266,11997,267,8,1.0986122886681098,3,1.0986122886681098,266
267,13120,268,48,1.0986122886681098,8,0.6931471805599453,267
268,8527,269,153,1.6094379124341005,13,1.0986122886681098,268
269,5203,270,190,2.0794415416798357,30,2.5619819897016294,269
270,12301,271,99,1.3862943611198906,13,1.3862943611198906,270
271,1389,272,298,2.19722457733622,33,2.0794415416798357,271
272,37927,273,19,0.6931471805599453,2,0.6931471805599453,272
273,42012,274,16,1.2424533248940002,1,1.3862943611198906,273
274,23532,275,29,1.3862943611198906,3,1.791759469228055,274
275,3276,276,92,2.0126758453675744,10,2.381086967398878,275
276,746,277,301,2.3978952727983707,32,1.9459101490553128,276
277,327,278,342,2.302585092994046,35,2.4849066497880004,277
278,15073,279,50,1.0986122886681098,4,1.0986122886681098,278
279,14488,280,23,1.3862943611198906,4,0.6931471805599453,279
280,859,281,73,1.3862943611198906,6,2.57083177825133,280
281,2226,282,136,1.3862943611198906,20,1.7005986908310777,281
282,15085,283,16,1.5890269151739727,3,0.6931471805599453,282
283,1161,284,150,1.6094379124341005,17,0.6931471805599453,283
284,1433,285,167,1.3862943611198906,16,1.9459101490553128,284
285,1360,286,318,2.0794415416798357,31,1.6094379124341005,285
286,8312,287,43,1.0986122886681098,8,1.0397207708399179,286
287,9751,288,14,1.5890269151739727,2,2.5344521011101158,287
288,11601,289,74,2.302585092994046,9,2.3978952727983707,288
289,101565,290,6,1.5890269151739727,1,0.6931471805599453,289
290,20710,291,14,1.3862943611198906,3,3.5553480614894135,290
291,51014,292,5,2.0794415416798357,1,1.0986122886681098,291
292,9431,293,145,1.6094379124341005,7,2.302585092994046,292
293,63222,294,2,2.2386684072391034,1,3.951243718581428,293
294,664,295,317,1.9459101490553128,37,1.791759469228055,294
295,1923,296,350,2.3978952727983707,41,1.9459101490553128,295
296,14983,297,73,1.0986122886681098,8,2.585241997519076,296
297,1474,298,65,1.3862943611198906,10,0.8958797346140275,297
298,3,299,268,1.791759469228055,38,1.7005986908310777,298
299,9436,300,50,1.0986122886681098,4,1.3540251005511053,299
300,8209,301,148,1.6094379124341005,18,1.6661022550876017,300
301,995,302,73,1.0986122886681098,8,1.3540251005511053,301
302,5076,303,14,0.8958797346140275,4,1.151292546497023,302
303,19468,304,15,0.6931471805599453,5,0.6931471805599453,303
304,3227,305,59,1.0986122886681098,13,1.9459101490553128,304
305,2898,306,292,1.9459101490553128,26,1.7005986908310777,305
306,18407,307,21,1.0986122886681098,3,0.6931471805599453,306
307,39995,308,16,0.8958797346140275,2,0.6931471805599453,307
308,6046,309,8,1.0986122886681098,2,0.6931471805599453,308
309,19564,310,7,1.0986122886681098,2,2.7340300705675658,309
310,11384,311,11,1.0986122886681098,1,0.6931471805599453,310
311,27824,312,8,1.6094379124341005,1,0.6931471805599453,311
312,17300,313,23,0.6931471805599453,4,0.6931471805599453,312
313,111,314,231,1.6094379124341005,21,1.6094379124341005,313
314,1504,315,67,1.3862943611198906,14,1.0986122886681098,314
315,2023,316,145,1.6094379124341005,12,2.1910133173369406,315
316,16898,317,16,1.6094379124341005,1,1.0986122886681098,316
317,3021,318,40,0.6931471805599453,5,1.791759469228055,317
318,7554,319,109,1.3862943611198906,21,1.0986122886681098,318
319,830,320,24,1.0986122886681098,4,1.791759469228055,319
320,15270,321,46,1.0986122886681098,5,0.6931471805599453,320
321,1886,322,317,1.791759469228055,36,1.6094379124341005,321
322,927,323,411,2.5649493574615367,50,2.802901033147999,322
323,11702,324,42,1.2424533248940002,6,1.5890269151739727,323
324,3286,325,53,1.0986122886681098,6,1.0986122886681098,324
325,11771,326,54,1.868834809141684,8,1.7776740307447065,325
326,14151,327,27,1.0986122886681098,3,0.6931471805599453,326
327,799,328,333,2.0794415416798357,36,1.791759469228055,327
328,2081,329,470,2.302585092994046,42,1.7005986908310777,328
329,1100,330,102,1.3862943611198906,13,1.0986122886681098,329
330,1976,331,306,2.302585092994046,25,1.6094379124341005,330
331,1501,332,140,1.6094379124341005,16,2.740319461670995,331
332,51371,333,3,3.58351893845611,2,3.1567740231385475,332
333,12777,334,25,1.3862943611198906,5,1.0986122886681098,333
334,77034,335,8,1.700598690831078,2,2.2975599250672953,334
335,13274,336,65,2.0794415416798357,11,1.0986122886681098,335
336,8916,337,50,1.2424533248940002,6,2.3937458713910233,336
337,28267,338,5,1.3862943611198906,1,1.6094379124341005,337
338,35329,339,13,1.0986122886681098,4,1.5222612188617113,338
339,752,340,204,1.3862943611198906,20,1.7005986908310777,339
340,6291,341,344,2.0794415416798357,46,1.791759469228055,340
341,938,342,313,2.4849066497880004,40,2.302585092994046,341
342,11828,343,122,1.6094379124341005,14,2.0126758453675744,342
343,6877,344,250,1.791759469228055,28,1.3862943611198906,343
344,19742,345,61,1.3862943611198906,6,0.8958797346140275,344
345,31624,346,4,2.138333059508028,2,1.868834809141684,345
346,13209,347,4,2.0471722811110507,1,3.1780538303479458,346
347,31919,348,49,1.6094379124341005,9,2.5649493574615367,347
348,69,349,8,1.0986122886681098,1,1.3862943611198906,348
349,2476,350,17,0.6931471805599453,2,1.791759469228055,349
350,1451,351,222,1.3862943611198906,25,2.0794415416798357,350
351,15207,352,57,1.3862943611198906,10,1.4978661367769956,351
352,40897,353,6,1.7005986908310777,1,3.2958368660043287,352
353,8227,354,144,1.3862943611198906,18,1.868834809141684,353
354,54439,355,19,1.0986122886681098,2,0.6931471805599453,354
355,3699,356,19,1.0986122886681098,5,1.0986122886681098,355
356,726,357,23,0.6931471805599453,3,1.0986122886681098,356
357,3514,358,35,1.0986122886681098,3,1.0986122886681098,357
358,11439,359,20,1.0986122886681098,3,1.9459101490553128,358
359,14776,360,2,3.3910960280033953,2,2.3221954495706867,359
360,7865,361,135,1.791759469228055,22,1.7005986908310777,360
361,709,362,341,2.0794415416798357,45,2.0794415416798357,361
362,63940,363,13,1.3862943611198906,2,1.4451858789480823,362
363,2049,364,241,1.6094379124341005,21,1.0986122886681098,363
364,9049,365,160,1.9459101490553128,15,1.6094379124341005,364
365,918,366,128,1.3862943611198906,13,1.791759469228055,365
366,984,367,268,1.9459101490553128,23,1.3862943611198906,366
367,8710,368,20,1.7005986908310777,2,1.3862943611198906,367
368,9956,369,148,1.3862943611198906,22,1.3862943611198906,368
369,1898,370,36,1.2424533248940002,5,1.0986122886681098,369
370,1126,371,122,1.3862943611198906,10,1.3540251005511053,370
371,3594,372,43,1.6094379124341005,2,0.6931471805599453,371
372,1511,373,75,1.791759469228055,15,1.791759469228055,372
373,10940,374,60,1.0986122886681098,4,1.0986122886681098,373
374,4374,375,81,1.3862943611198906,12,1.791759469228055,374
375,37171,376,5,2.9444389791664403,1,1.791759469228055,375
376,729,377,318,1.9459101490553128,46,2.249904835165133,376
377,29280,378,14,1.3862943611198906,4,0.6931471805599453,377
378,1648,379,228,1.6094379124341005,20,1.4978661367769956,378
379,20070,380,17,2.302585092994046,2,1.5890269151739727,379
380,8385,381,82,1.3862943611198906,5,1.0986122886681098,380
381,882,382,132,1.6094379124341005,9,1.9459101490553128,381
382,2917,383,121,1.791759469228055,13,1.3862943611198906,382
383,2762,384,128,1.6094379124341005,20,1.6094379124341005,383
384,2031,385,232,2.0794415416798357,34,3.0201273556387074,384
385,3374,386,104,1.3862943611198906,11,1.3862943611198906,385
386,77386,387,0,0.0,1,4.23410650459726,386
387,1088,388,139,1.6094379124341005,11,1.3862943611198906,387
388,2918,389,294,2.0794415416798357,36,1.791759469228055,388
389,872,390,155,1.3862943611198906,15,1.6094379124341005,389
390,3215,391,24,1.0986122886681098,3,0.6931471805599453,390
391,35540,392,7,2.0794415416798357,2,1.151292546497023,391
392,973,393,263,1.791759469228055,25,2.19722457733622,392
393,22886,394,28,1.0986122886681098,7,1.3862943611198906,393
394,9093,395,86,1.0986122886681098,11,1.3862943611198906,394
395,5829,396,130,1.6094379124341005,14,1.4451858789480823,395
396,30454,397,16,1.4978661367769956,2,1.0397207708399179,396
397,12443,398,24,1.0986122886681098,2,1.151292546497023,397
398,2164,399,87,1.0986122886681098,12,1.0986122886681098,398
399,1372,400,264,2.302585092994046,38,2.138333059508028,399
400,1403,401,148,1.3862943611198906,19,1.791759469228055,400
401,18150,402,14,0.6931471805599453,2,1.9356005054539454,401
402,6768,403,182,1.791759469228055,19,1.791759469228055,402
403,4,404,184,1.6094379124341005,23,1.791759469228055,403
404,10801,405,53,0.6931471805599453,7,1.3862943611198906,404
405,12644,406,155,1.791759469228055,16,1.7776740307447065,405
406,1706,407,172,1.6094379124341005,28,1.3862943611198906,406
407,1057,408,405,2.5649493574615367,45,2.3978952727983707,407
408,1068,409,453,2.8903717578961645,44,2.19722457733622,408
409,2679,410,18,1.5890269151739727,5,0.6931471805599453,409
410,1452,411,268,1.868834809141684,28,2.0715673631957663,410
411,379,412,7,0.6931471805599453,3,2.9444389791664403,411
412,15966,413,15,1.0986122886681098,3,1.6094379124341005,412
413,7817,414,84,1.9459101490553128,12,1.647918433002165,413
414,12080,415,95,1.3862943611198906,15,0.6931471805599453,414
415,1746,416,84,1.0986122886681098,12,0.8958797346140275,415
416,1292,417,212,1.6094379124341005,21,1.3862943611198906,416
417,8892,418,35,1.3862943611198906,3,1.3862943611198906,417
418,18772,419,26,0.8958797346140275,1,1.6094379124341005,418
419,21051,420,20,1.0986122886681098,5,0.6931471805599453,419
420,9804,421,19,1.0986122886681098,2,0.6931471805599453,420
421,282,422,35,1.0986122886681098,5,0.6931471805599453,421
422,1732,423,140,1.6094379124341005,12,1.2424533248940002,422
423,19284,424,21,1.0986122886681098,3,2.8903717578961645,423
424,1792,425,177,1.3862943611198906,18,1.0986122886681098,424
425,795,426,382,2.19722457733622,44,2.994480708444932,425
426,1892,427,148,1.9459101490553128,13,2.302585092994046,426
427,1983,428,190,1.6094379124341005,16,1.3862943611198906,427
428,3649,429,232,2.0126758453675744,26,2.615554308427294,428
429,7888,430,2,2.418140953475739,1,1.9459101490553128,429
430,57034,431,3,1.3862943611198906,1,3.1780538303479458,430
431,2166,432,472,2.5649493574615367,60,2.967447097809794,431
432,681,433,305,1.791759469228055,33,1.9459101490553128,432
433,6936,434,50,1.4978661367769956,6,0.6931471805599453,433
434,21328,435,7,1.791759469228055,3,0.6931471805599453,434
435,12460,436,24,1.4978661367769956,4,0.6931471805599453,435
436,14909,437,138,1.2424533248940002,16,1.7776740307447065,436
437,33,438,32,1.791759469228055,3,1.0986122886681098,437
438,21680,439,43,2.6390573296152584,6,2.0794415416798357,438
439,2051,440,54,1.6094379124341005,4,1.5890269151739729,439
440,1236,441,46,1.3862943611198906,5,0.6931471805599453,440
441,82244,442,6,0.8958797346140275,1,1.791759469228055,441
442,7753,443,28,1.3862943611198906,3,2.0794415416798357,442
443,74102,444,17,1.0986122886681098,1,3.258096538021482,443
444,24176,445,38,1.4978661367769956,3,2.6390573296152584,444
445,9255,446,25,0.6931471805599453,2,0.8958797346140275,445
446,9658,447,69,1.0986122886681098,5,1.0986122886681098,446
447,268,448,96,1.0986122886681098,9,1.0986122886681098,447
448,1966,449,103,1.791759469228055,18,2.138333059508028,448
449,1986,450,225,1.6094379124341005,15,1.3862943611198906,449
450,3165,451,82,1.2424533248940002,10,0.8958797346140275,450
451,41433,452,15,2.0794415416798357,2,2.470821211304652,451
452,28781,453,12,0.6931471805599453,2,0.8958797346140275,452
453,2700,454,123,1.9459101490553128,17,3.58351893845611,453
454,2168,455,29,1.0986122886681098,4,1.4451858789480827,454
455,6847,456,56,1.2424533248940002,5,1.3862943611198906,455
